date;Industry_Ad_Type;Program_Name;Intentionality
9.28.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
9.28.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
9.28.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
9.28.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.493
10.05.2023;Healthy Fast Food Chain;Together Forever;-0.052
10.05.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.233
10.05.2023;Healthy Fast Food Chain;Orlando Vice;0.086
10.05.2023;Healthy Fast Food Chain;Orlando Vice;0.086
10.05.2023;Healthy Fast Food Chain;Maui Five Ten;0.232
10.05.2023;Healthy Fast Food Chain;Maui Five Ten;0.232
10.05.2023;Healthy Fast Food Chain;Rescue Squad;0.417
10.05.2023;Healthy Fast Food Chain;Neighborhood Patrol;0.183
10.05.2023;Healthy Fast Food Chain;Freaky Vacations;-0.094
10.05.2023;Healthy Fast Food Chain;Tonight Tonight;0.09
10.05.2023;Healthy Fast Food Chain;Tonight Tonight;0.09
10.05.2023;Healthy Fast Food Chain;Late Hours;0.125
10.05.2023;Healthy Fast Food Chain;Nightly News Stories;-0.003
10.05.2023;Healthy Fast Food Chain;Fix and Flip;0.023
10.05.2023;Healthy Fast Food Chain;Fix and Flip;0.023
10.05.2023;Healthy Fast Food Chain;Portable Homes;-0.068
10.05.2023;Healthy Fast Food Chain;Portable Homes;-0.068
10.05.2023;Healthy Fast Food Chain;Sister Home Sellers;0.256
10.05.2023;Healthy Fast Food Chain;New Gal;-0.198
10.05.2023;Healthy Fast Food Chain;New Gal;-0.198
10.05.2023;Healthy Fast Food Chain;Planet Hypothesis;0.152
10.05.2023;Healthy Fast Food Chain;Planet Hypothesis;0.152
10.05.2023;Healthy Fast Food Chain;ER Drama;0.493
10.05.2023;Healthy Fast Food Chain;ER Drama;0.493
10.05.2023;Home Cleaning Product;Together Forever;-0.052
10.05.2023;Home Cleaning Product;Orlando Vice;0.086
10.05.2023;Home Cleaning Product;Late Hours;0.125
10.05.2023;Home Cleaning Product;Fix and Flip;0.023
10.05.2023;Home Cleaning Product;Portable Homes;-0.068
10.05.2023;Home Cleaning Product;Sister Home Sellers;0.256
10.05.2023;Popular Soft Drink;Fix and Flip;0.023
10.05.2023;Retail Big Box Store;Together Forever;-0.052
10.05.2023;Retail Big Box Store;Waltzing with the Famous;0.233
10.05.2023;Retail Big Box Store;Orlando Vice;0.086
10.05.2023;Retail Big Box Store;Maui Five Ten;0.232
10.05.2023;Retail Big Box Store;My First Home;0.598
10.05.2023;Retail Big Box Store;Freaky Vacations;-0.094
10.05.2023;Retail Big Box Store;The Evening Show;0.414
10.05.2023;Retail Big Box Store;Tonight Tonight;0.09
10.05.2023;Retail Big Box Store;Late Hours;0.125
10.05.2023;Retail Big Box Store;Nightly News Stories;-0.003
10.05.2023;Retail Big Box Store;Fix and Flip;0.023
10.05.2023;Retail Big Box Store;Planet Hypothesis;0.152
10.05.2023;Retail Big Box Store;ER Drama;0.493
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.086
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.598
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.598
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Freaky Vacations;-0.094
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;-0.178
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Evening Show;0.414
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.09
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.493
10.05.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.493
10.12.2023;Healthy Fast Food Chain;Together Forever;-0.052
10.12.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.233
10.12.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.233
10.12.2023;Healthy Fast Food Chain;Cannot Fool Me;0.092
10.12.2023;Healthy Fast Food Chain;Orlando Vice;0.086
10.12.2023;Healthy Fast Food Chain;Orlando Vice;0.086
10.12.2023;Healthy Fast Food Chain;Maui Five Ten;0.232
10.12.2023;Healthy Fast Food Chain;Maui Five Ten;0.232
10.12.2023;Healthy Fast Food Chain;Rescue Squad;0.417
10.12.2023;Healthy Fast Food Chain;Neighborhood Patrol;0.183
10.12.2023;Healthy Fast Food Chain;I Love Betty;-0.172
10.12.2023;Healthy Fast Food Chain;My First Home;0.598
10.12.2023;Healthy Fast Food Chain;Freaky Vacations;-0.094
10.12.2023;Healthy Fast Food Chain;Tonight Tonight;0.09
10.12.2023;Healthy Fast Food Chain;Tonight Tonight;0.09
10.12.2023;Healthy Fast Food Chain;Late Hours;0.125
10.12.2023;Healthy Fast Food Chain;Nightly News Stories;-0.003
10.12.2023;Healthy Fast Food Chain;Nightly News Stories;-0.003
10.12.2023;Healthy Fast Food Chain;Fix and Flip;0.023
10.12.2023;Healthy Fast Food Chain;Fix and Flip;0.023
10.12.2023;Healthy Fast Food Chain;Portable Homes;-0.068
10.12.2023;Healthy Fast Food Chain;Portable Homes;-0.068
10.12.2023;Healthy Fast Food Chain;Sister Home Sellers;0.256
10.12.2023;Healthy Fast Food Chain;Sister Home Sellers;0.256
10.12.2023;Healthy Fast Food Chain;New Gal;-0.198
10.12.2023;Healthy Fast Food Chain;New Gal;-0.198
10.12.2023;Healthy Fast Food Chain;Planet Hypothesis;0.152
10.12.2023;Healthy Fast Food Chain;Planet Hypothesis;0.152
10.12.2023;Healthy Fast Food Chain;ER Drama;0.493
10.12.2023;Healthy Fast Food Chain;ER Drama;0.493
10.12.2023;Popular Soft Drink;Fix and Flip;0.023
10.12.2023;Popular Soft Drink;Portable Homes;-0.068
10.12.2023;Popular Soft Drink;Sister Home Sellers;0.256
10.12.2023;Retail Big Box Store;Together Forever;-0.052
10.12.2023;Retail Big Box Store;Together Forever;-0.052
10.12.2023;Retail Big Box Store;Waltzing with the Famous;0.233
10.12.2023;Retail Big Box Store;Cannot Fool Me;0.092
10.12.2023;Retail Big Box Store;Orlando Vice;0.086
10.12.2023;Retail Big Box Store;Maui Five Ten;0.232
10.12.2023;Retail Big Box Store;Maui Five Ten;0.232
10.12.2023;Retail Big Box Store;Rescue Squad;0.417
10.12.2023;Retail Big Box Store;Family Fraud;-0.022
10.12.2023;Retail Big Box Store;My First Home;0.598
10.12.2023;Retail Big Box Store;The Young and the Reckless;-0.178
10.12.2023;Retail Big Box Store;The Evening Show;0.414
10.12.2023;Retail Big Box Store;Tonight Tonight;0.09
10.12.2023;Retail Big Box Store;Late Hours;0.125
10.12.2023;Retail Big Box Store;Late Hours;0.125
10.12.2023;Retail Big Box Store;Fix and Flip;0.023
10.12.2023;Retail Big Box Store;Fix and Flip;0.023
10.12.2023;Retail Big Box Store;Portable Homes;-0.068
10.12.2023;Retail Big Box Store;Sister Home Sellers;0.256
10.12.2023;Retail Big Box Store;Sister Home Sellers;0.256
10.12.2023;Retail Big Box Store;New Gal;-0.198
10.12.2023;Retail Big Box Store;Planet Hypothesis;0.152
10.12.2023;Retail Big Box Store;Planet Hypothesis;0.152
10.12.2023;Retail Big Box Store;ER Drama;0.493
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.052
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.233
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.092
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.232
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.417
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Neighborhood Patrol;0.183
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.022
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.172
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.598
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.598
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;-0.178
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Evening Show;0.414
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.09
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.125
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;-0.003
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.023
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Daybreak Dish;-0.036
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.068
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.256
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.198
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.152
10.12.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.493
11.16.2023;Healthy Fast Food Chain;Together Forever;0.01
11.16.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.406
11.16.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.406
11.16.2023;Healthy Fast Food Chain;Orlando Vice;0.264
11.16.2023;Healthy Fast Food Chain;Maui Five Ten;0.418
11.16.2023;Healthy Fast Food Chain;Maui Five Ten;0.418
11.16.2023;Healthy Fast Food Chain;Neighborhood Patrol;0.314
11.16.2023;Healthy Fast Food Chain;Neighborhood Patrol;0.314
11.16.2023;Healthy Fast Food Chain;Freaky Vacations;0.22
11.16.2023;Healthy Fast Food Chain;Freaky Vacations;0.22
11.16.2023;Healthy Fast Food Chain;Tonight Tonight;0.08
11.16.2023;Healthy Fast Food Chain;Tonight Tonight;0.08
11.16.2023;Healthy Fast Food Chain;Nightly News Stories;0.155
11.16.2023;Healthy Fast Food Chain;Nightly News Stories;0.155
11.16.2023;Healthy Fast Food Chain;Fix and Flip;0.036
11.16.2023;Healthy Fast Food Chain;Fix and Flip;0.036
11.16.2023;Healthy Fast Food Chain;Portable Homes;-0.078
11.16.2023;Healthy Fast Food Chain;Sister Home Sellers;0.398
11.16.2023;Healthy Fast Food Chain;New Gal;-0.089
11.16.2023;Healthy Fast Food Chain;New Gal;-0.089
11.16.2023;Healthy Fast Food Chain;Planet Hypothesis;0.22
11.16.2023;Healthy Fast Food Chain;Planet Hypothesis;0.22
11.16.2023;Healthy Fast Food Chain;ER Drama;0.601
11.16.2023;Healthy Fast Food Chain;ER Drama;0.601
11.16.2023;Home Cleaning Product;Orlando Vice;0.264
11.16.2023;Home Cleaning Product;Neighborhood Patrol;0.314
11.16.2023;Home Cleaning Product;Fix and Flip;0.036
11.16.2023;Home Cleaning Product;Daybreak Dish;0.074
11.16.2023;Home Cleaning Product;New Gal;-0.089
11.16.2023;Popular Soft Drink;Nightly News Stories;0.155
11.16.2023;Popular Soft Drink;Fix and Flip;0.036
11.16.2023;Popular Soft Drink;Sister Home Sellers;0.398
11.16.2023;Retail Big Box Store;Together Forever;0.01
11.16.2023;Retail Big Box Store;Together Forever;0.01
11.16.2023;Retail Big Box Store;Waltzing with the Famous;0.406
11.16.2023;Retail Big Box Store;Orlando Vice;0.264
11.16.2023;Retail Big Box Store;Maui Five Ten;0.418
11.16.2023;Retail Big Box Store;Maui Five Ten;0.418
11.16.2023;Retail Big Box Store;Rescue Squad;0.425
11.16.2023;Retail Big Box Store;Family Fraud;0.007
11.16.2023;Retail Big Box Store;My First Home;0.594
11.16.2023;Retail Big Box Store;The Young and the Reckless;0.015
11.16.2023;Retail Big Box Store;Late Hours;0.083
11.16.2023;Retail Big Box Store;Late Hours;0.083
11.16.2023;Retail Big Box Store;Nightly News Stories;0.155
11.16.2023;Retail Big Box Store;Nightly News Stories;0.155
11.16.2023;Retail Big Box Store;Fix and Flip;0.036
11.16.2023;Retail Big Box Store;Fix and Flip;0.036
11.16.2023;Retail Big Box Store;Portable Homes;-0.078
11.16.2023;Retail Big Box Store;Sister Home Sellers;0.398
11.16.2023;Retail Big Box Store;Sister Home Sellers;0.398
11.16.2023;Retail Big Box Store;New Gal;-0.089
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;0.01
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.406
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.264
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.418
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.418
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.425
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.425
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.007
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.089
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.089
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.594
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Freaky Vacations;0.22
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.015
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.015
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.08
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.155
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.155
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.036
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.036
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Daybreak Dish;0.074
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.078
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.078
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.398
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.398
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.089
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.089
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.22
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.601
11.16.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.601
11.23.2023;Healthy Fast Food Chain;Together Forever;0.01
11.23.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.406
11.23.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.406
11.23.2023;Healthy Fast Food Chain;Orlando Vice;0.264
11.23.2023;Healthy Fast Food Chain;Orlando Vice;0.264
11.23.2023;Healthy Fast Food Chain;Maui Five Ten;0.418
11.23.2023;Healthy Fast Food Chain;Maui Five Ten;0.418
11.23.2023;Healthy Fast Food Chain;Family Fraud;0.007
11.23.2023;Healthy Fast Food Chain;My First Home;0.594
11.23.2023;Healthy Fast Food Chain;Freaky Vacations;0.22
11.23.2023;Healthy Fast Food Chain;Freaky Vacations;0.22
11.23.2023;Healthy Fast Food Chain;The Evening Show;0.604
11.23.2023;Healthy Fast Food Chain;Tonight Tonight;0.08
11.23.2023;Healthy Fast Food Chain;Tonight Tonight;0.08
11.23.2023;Healthy Fast Food Chain;Nightly News Stories;0.155
11.23.2023;Healthy Fast Food Chain;Nightly News Stories;0.155
11.23.2023;Healthy Fast Food Chain;Fix and Flip;0.036
11.23.2023;Healthy Fast Food Chain;Fix and Flip;0.036
11.23.2023;Healthy Fast Food Chain;Portable Homes;-0.078
11.23.2023;Healthy Fast Food Chain;Sister Home Sellers;0.398
11.23.2023;Healthy Fast Food Chain;New Gal;-0.089
11.23.2023;Healthy Fast Food Chain;New Gal;-0.089
11.23.2023;Healthy Fast Food Chain;Planet Hypothesis;0.22
11.23.2023;Healthy Fast Food Chain;Planet Hypothesis;0.22
11.23.2023;Healthy Fast Food Chain;ER Drama;0.601
11.23.2023;Home Cleaning Product;Orlando Vice;0.264
11.23.2023;Home Cleaning Product;Orlando Vice;0.264
11.23.2023;Home Cleaning Product;Maui Five Ten;0.418
11.23.2023;Home Cleaning Product;Freaky Vacations;0.22
11.23.2023;Home Cleaning Product;Freaky Vacations;0.22
11.23.2023;Home Cleaning Product;The Evening Show;0.604
11.23.2023;Home Cleaning Product;Late Hours;0.083
11.23.2023;Home Cleaning Product;Fix and Flip;0.036
11.23.2023;Home Cleaning Product;New Gal;-0.089
11.23.2023;Popular Soft Drink;Sister Home Sellers;0.398
11.23.2023;Retail Big Box Store;Together Forever;0.01
11.23.2023;Retail Big Box Store;Together Forever;0.01
11.23.2023;Retail Big Box Store;Orlando Vice;0.264
11.23.2023;Retail Big Box Store;Orlando Vice;0.264
11.23.2023;Retail Big Box Store;Maui Five Ten;0.418
11.23.2023;Retail Big Box Store;Rescue Squad;0.425
11.23.2023;Retail Big Box Store;Family Fraud;0.007
11.23.2023;Retail Big Box Store;My First Home;0.594
11.23.2023;Retail Big Box Store;My First Home;0.594
11.23.2023;Retail Big Box Store;The Young and the Reckless;0.015
11.23.2023;Retail Big Box Store;The Young and the Reckless;0.015
11.23.2023;Retail Big Box Store;Tonight Tonight;0.08
11.23.2023;Retail Big Box Store;Late Hours;0.083
11.23.2023;Retail Big Box Store;Late Hours;0.083
11.23.2023;Retail Big Box Store;Nightly News Stories;0.155
11.23.2023;Retail Big Box Store;Fix and Flip;0.036
11.23.2023;Retail Big Box Store;Fix and Flip;0.036
11.23.2023;Retail Big Box Store;Portable Homes;-0.078
11.23.2023;Retail Big Box Store;Sister Home Sellers;0.398
11.23.2023;Retail Big Box Store;Sister Home Sellers;0.398
11.23.2023;Retail Big Box Store;New Gal;-0.089
11.23.2023;Retail Big Box Store;New Gal;-0.089
11.23.2023;Retail Big Box Store;Planet Hypothesis;0.22
11.23.2023;Retail Big Box Store;Planet Hypothesis;0.22
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;0.01
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.406
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.406
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.264
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.264
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.007
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.089
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.089
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.594
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.594
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.015
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.015
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;The Evening Show;0.604
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.08
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.155
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.155
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.036
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.036
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.078
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.078
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.398
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.398
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.089
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.089
11.23.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.22
11.30.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.406
11.30.2023;Healthy Fast Food Chain;Waltzing with the Famous;0.406
11.30.2023;Healthy Fast Food Chain;Orlando Vice;0.264
11.30.2023;Healthy Fast Food Chain;Orlando Vice;0.264
11.30.2023;Healthy Fast Food Chain;Maui Five Ten;0.418
11.30.2023;Healthy Fast Food Chain;Maui Five Ten;0.418
11.30.2023;Healthy Fast Food Chain;Tonight Tonight;0.08
11.30.2023;Healthy Fast Food Chain;Tonight Tonight;0.08
11.30.2023;Healthy Fast Food Chain;Nightly News Stories;0.155
11.30.2023;Healthy Fast Food Chain;Nightly News Stories;0.155
11.30.2023;Healthy Fast Food Chain;Fix and Flip;0.036
11.30.2023;Healthy Fast Food Chain;Fix and Flip;0.036
11.30.2023;Healthy Fast Food Chain;Portable Homes;-0.078
11.30.2023;Healthy Fast Food Chain;Sister Home Sellers;0.398
11.30.2023;Healthy Fast Food Chain;Sister Home Sellers;0.398
11.30.2023;Healthy Fast Food Chain;New Gal;-0.089
11.30.2023;Healthy Fast Food Chain;New Gal;-0.089
11.30.2023;Healthy Fast Food Chain;Planet Hypothesis;0.22
11.30.2023;Healthy Fast Food Chain;Planet Hypothesis;0.22
11.30.2023;Healthy Fast Food Chain;ER Drama;0.601
11.30.2023;Healthy Fast Food Chain;ER Drama;0.601
11.30.2023;Home Cleaning Product;Late Hours;0.083
11.30.2023;Home Cleaning Product;Fix and Flip;0.036
11.30.2023;Home Cleaning Product;Fix and Flip;0.036
11.30.2023;Home Cleaning Product;Sister Home Sellers;0.398
11.30.2023;Home Cleaning Product;New Gal;-0.089
11.30.2023;Online Dating Site;Orlando Vice;0.264
11.30.2023;Online Dating Site;I Love Betty;-0.089
11.30.2023;Online Dating Site;Planet Hypothesis;0.22
11.30.2023;Popular Soft Drink;Nightly News Stories;0.155
11.30.2023;Popular Soft Drink;Fix and Flip;0.036
11.30.2023;Popular Soft Drink;Sister Home Sellers;0.398
11.30.2023;Retail Big Box Store;Maui Five Ten;0.418
11.30.2023;Retail Big Box Store;Late Hours;0.083
11.30.2023;Retail Big Box Store;Nightly News Stories;0.155
11.30.2023;Retail Big Box Store;Fix and Flip;0.036
11.30.2023;Retail Big Box Store;New Gal;-0.089
11.30.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;0.01
11.30.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;0.01
11.30.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.406
11.30.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.264
11.30.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.264
11.30.2023;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.418
