date;Industry_Ad_Type;Program_Name;Intentionality
6.27.2024;Healthy Fast Food Chain;Daybreak Dish;0.03
6.27.2024;Healthy Fast Food Chain;Portable Homes;-0.063
6.27.2024;Healthy Fast Food Chain;Portable Homes;-0.063
6.27.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
6.27.2024;Healthy Fast Food Chain;New Gal;-0.193
6.27.2024;Healthy Fast Food Chain;ER Drama;0.579
6.27.2024;Online Dating Site;Rescue Squad;0.371
6.27.2024;Popular Soft Drink;Portable Homes;-0.063
6.27.2024;Popular Soft Drink;Sister Home Sellers;0.222
6.27.2024;Retail Big Box Store;Together Forever;-0.056
6.27.2024;Retail Big Box Store;Together Forever;-0.056
6.27.2024;Retail Big Box Store;Waltzing with the Famous;0.345
6.27.2024;Retail Big Box Store;Orlando Vice;0.2
6.27.2024;Retail Big Box Store;Orlando Vice;0.2
6.27.2024;Retail Big Box Store;Maui Five Ten;0.25
6.27.2024;Retail Big Box Store;Rescue Squad;0.371
6.27.2024;Retail Big Box Store;Family Fraud;-0.029
6.27.2024;Retail Big Box Store;Weird Flavors;0.475
6.27.2024;Retail Big Box Store;Tours of the Wild West;0.12
6.27.2024;Retail Big Box Store;The Young and the Reckless;0.038
6.27.2024;Retail Big Box Store;Tonight Tonight;0.073
6.27.2024;Retail Big Box Store;Late Hours;-0.025
6.27.2024;Retail Big Box Store;Late Hours;-0.025
6.27.2024;Retail Big Box Store;Nightly News Stories;0.27
6.27.2024;Retail Big Box Store;Fix and Flip;-0.036
6.27.2024;Retail Big Box Store;Fix and Flip;-0.036
6.27.2024;Retail Big Box Store;Portable Homes;-0.063
6.27.2024;Retail Big Box Store;Sister Home Sellers;0.222
6.27.2024;Retail Big Box Store;Sister Home Sellers;0.222
6.27.2024;Retail Big Box Store;New Gal;-0.193
6.27.2024;Retail Big Box Store;Planet Hypothesis;0.245
6.27.2024;Retail Big Box Store;Planet Hypothesis;0.245
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.371
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.029
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Weird Flavors;0.475
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Weird Flavors;0.475
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.073
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.193
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.579
6.27.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.579
07.04.2024;Healthy Fast Food Chain;Maui Five Ten;0.25
07.04.2024;Healthy Fast Food Chain;Tonight Tonight;0.073
07.04.2024;Healthy Fast Food Chain;Nightly News Stories;0.27
07.04.2024;Healthy Fast Food Chain;Portable Homes;-0.063
07.04.2024;Healthy Fast Food Chain;New Gal;-0.193
07.04.2024;Healthy Fast Food Chain;ER Drama;0.579
07.04.2024;Online Dating Site;Rescue Squad;0.371
07.04.2024;Popular Soft Drink;Portable Homes;-0.063
07.04.2024;Popular Soft Drink;Sister Home Sellers;0.222
07.04.2024;Retail Big Box Store;Together Forever;-0.056
07.04.2024;Retail Big Box Store;Together Forever;-0.056
07.04.2024;Retail Big Box Store;Waltzing with the Famous;0.345
07.04.2024;Retail Big Box Store;Orlando Vice;0.2
07.04.2024;Retail Big Box Store;Orlando Vice;0.2
07.04.2024;Retail Big Box Store;Maui Five Ten;0.25
07.04.2024;Retail Big Box Store;Maui Five Ten;0.25
07.04.2024;Retail Big Box Store;Rescue Squad;0.371
07.04.2024;Retail Big Box Store;Family Fraud;-0.029
07.04.2024;Retail Big Box Store;Weird Flavors;0.475
07.04.2024;Retail Big Box Store;Tours of the Wild West;0.12
07.04.2024;Retail Big Box Store;The Young and the Reckless;0.038
07.04.2024;Retail Big Box Store;The Young and the Reckless;0.038
07.04.2024;Retail Big Box Store;Tonight Tonight;0.073
07.04.2024;Retail Big Box Store;Tonight Tonight;0.073
07.04.2024;Retail Big Box Store;Late Hours;-0.025
07.04.2024;Retail Big Box Store;Late Hours;-0.025
07.04.2024;Retail Big Box Store;Nightly News Stories;0.27
07.04.2024;Retail Big Box Store;Fix and Flip;-0.036
07.04.2024;Retail Big Box Store;Fix and Flip;-0.036
07.04.2024;Retail Big Box Store;Portable Homes;-0.063
07.04.2024;Retail Big Box Store;International Villas;0.318
07.04.2024;Retail Big Box Store;Sister Home Sellers;0.222
07.04.2024;Retail Big Box Store;Sister Home Sellers;0.222
07.04.2024;Retail Big Box Store;New Gal;-0.193
07.04.2024;Retail Big Box Store;Planet Hypothesis;0.245
07.04.2024;Retail Big Box Store;Planet Hypothesis;0.245
07.04.2024;Retail Big Box Store;ER Drama;0.579
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.371
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.029
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Weird Flavors;0.475
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.073
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;-0.025
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.193
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
07.04.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.579
07.11.2024;Healthy Fast Food Chain;Nightly News Stories;0.27
07.11.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
07.11.2024;Healthy Fast Food Chain;New Gal;-0.193
07.11.2024;Healthy Fast Food Chain;Planet Hypothesis;0.245
07.11.2024;Online Dating Site;Rescue Squad;0.371
07.11.2024;Retail Big Box Store;See and Sold;0.408
07.11.2024;Retail Big Box Store;Together Forever;-0.056
07.11.2024;Retail Big Box Store;Together Forever;-0.056
07.11.2024;Retail Big Box Store;Orlando Vice;0.2
07.11.2024;Retail Big Box Store;Orlando Vice;0.2
07.11.2024;Retail Big Box Store;Maui Five Ten;0.25
07.11.2024;Retail Big Box Store;Rescue Squad;0.371
07.11.2024;Retail Big Box Store;Family Fraud;-0.029
07.11.2024;Retail Big Box Store;Weird Flavors;0.475
07.11.2024;Retail Big Box Store;The Young and the Reckless;0.038
07.11.2024;Retail Big Box Store;The Young and the Reckless;0.038
07.11.2024;Retail Big Box Store;Tonight Tonight;0.073
07.11.2024;Retail Big Box Store;Tonight Tonight;0.073
07.11.2024;Retail Big Box Store;Late Hours;-0.025
07.11.2024;Retail Big Box Store;Late Hours;-0.025
07.11.2024;Retail Big Box Store;Nightly News Stories;0.27
07.11.2024;Retail Big Box Store;Nightly News Stories;0.27
07.11.2024;Retail Big Box Store;Fix and Flip;-0.036
07.11.2024;Retail Big Box Store;Fix and Flip;-0.036
07.11.2024;Retail Big Box Store;Portable Homes;-0.063
07.11.2024;Retail Big Box Store;International Villas;0.318
07.11.2024;Retail Big Box Store;Sister Home Sellers;0.222
07.11.2024;Retail Big Box Store;Sister Home Sellers;0.222
07.11.2024;Retail Big Box Store;New Gal;-0.193
07.11.2024;Retail Big Box Store;Planet Hypothesis;0.245
07.11.2024;Retail Big Box Store;Planet Hypothesis;0.245
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.029
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Weird Flavors;0.475
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Weird Flavors;0.475
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.073
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;-0.025
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.193
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.579
07.11.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.579
7.18.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.345
7.18.2024;Healthy Fast Food Chain;Orlando Vice;0.2
7.18.2024;Healthy Fast Food Chain;Tours of the Wild West;0.12
7.18.2024;Healthy Fast Food Chain;Nightly News Stories;0.27
7.18.2024;Healthy Fast Food Chain;Fix and Flip;-0.036
7.18.2024;Healthy Fast Food Chain;Fix and Flip;-0.036
7.18.2024;Healthy Fast Food Chain;Portable Homes;-0.063
7.18.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
7.18.2024;Healthy Fast Food Chain;New Gal;-0.193
7.18.2024;Healthy Fast Food Chain;Planet Hypothesis;0.245
7.18.2024;Healthy Fast Food Chain;Planet Hypothesis;0.245
7.18.2024;Healthy Fast Food Chain;ER Drama;0.579
7.18.2024;Online Dating Site;Rescue Squad;0.371
7.18.2024;Popular Soft Drink;Fix and Flip;-0.036
7.18.2024;Popular Soft Drink;Sister Home Sellers;0.222
7.18.2024;Retail Big Box Store;Together Forever;-0.056
7.18.2024;Retail Big Box Store;Together Forever;-0.056
7.18.2024;Retail Big Box Store;Orlando Vice;0.2
7.18.2024;Retail Big Box Store;Orlando Vice;0.2
7.18.2024;Retail Big Box Store;Maui Five Ten;0.25
7.18.2024;Retail Big Box Store;Maui Five Ten;0.25
7.18.2024;Retail Big Box Store;Rescue Squad;0.371
7.18.2024;Retail Big Box Store;Family Fraud;-0.029
7.18.2024;Retail Big Box Store;Tours of the Wild West;0.12
7.18.2024;Retail Big Box Store;Tonight Tonight;0.073
7.18.2024;Retail Big Box Store;Late Hours;-0.025
7.18.2024;Retail Big Box Store;Late Hours;-0.025
7.18.2024;Retail Big Box Store;Nightly News Stories;0.27
7.18.2024;Retail Big Box Store;Nightly News Stories;0.27
7.18.2024;Retail Big Box Store;Fix and Flip;-0.036
7.18.2024;Retail Big Box Store;Fix and Flip;-0.036
7.18.2024;Retail Big Box Store;Portable Homes;-0.063
7.18.2024;Retail Big Box Store;Portable Homes;-0.063
7.18.2024;Retail Big Box Store;International Villas;0.318
7.18.2024;Retail Big Box Store;Sister Home Sellers;0.222
7.18.2024;Retail Big Box Store;Sister Home Sellers;0.222
7.18.2024;Retail Big Box Store;New Gal;-0.193
7.18.2024;Retail Big Box Store;Planet Hypothesis;0.245
7.18.2024;Retail Big Box Store;ER Drama;0.579
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.029
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Weird Flavors;0.475
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.073
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;-0.025
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.193
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.245
7.18.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.579
7.25.2024;Healthy Fast Food Chain;Together Forever;-0.056
7.25.2024;Healthy Fast Food Chain;Together Forever;-0.056
7.25.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.345
7.25.2024;Healthy Fast Food Chain;Orlando Vice;0.2
7.25.2024;Healthy Fast Food Chain;Orlando Vice;0.2
7.25.2024;Healthy Fast Food Chain;Family Fraud;-0.029
7.25.2024;Healthy Fast Food Chain;I Love Betty;-0.064
7.25.2024;Healthy Fast Food Chain;Hot Air Balloon Cruises;0.315
7.25.2024;Healthy Fast Food Chain;Tours of the Wild West;0.12
7.25.2024;Healthy Fast Food Chain;Nightly News Stories;0.27
7.25.2024;Healthy Fast Food Chain;Fix and Flip;-0.036
7.25.2024;Healthy Fast Food Chain;Fix and Flip;-0.036
7.25.2024;Healthy Fast Food Chain;Portable Homes;-0.063
7.25.2024;Healthy Fast Food Chain;Portable Homes;-0.063
7.25.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
7.25.2024;Healthy Fast Food Chain;New Gal;-0.193
7.25.2024;Healthy Fast Food Chain;Planet Hypothesis;0.245
7.25.2024;Healthy Fast Food Chain;Planet Hypothesis;0.245
7.25.2024;Healthy Fast Food Chain;ER Drama;0.579
7.25.2024;Online Dating Site;Rescue Squad;0.371
7.25.2024;Popular Soft Drink;Sister Home Sellers;0.222
7.25.2024;Retail Big Box Store;Together Forever;-0.056
7.25.2024;Retail Big Box Store;Orlando Vice;0.2
7.25.2024;Retail Big Box Store;Orlando Vice;0.2
7.25.2024;Retail Big Box Store;Maui Five Ten;0.25
7.25.2024;Retail Big Box Store;Maui Five Ten;0.25
7.25.2024;Retail Big Box Store;Rescue Squad;0.371
7.25.2024;Retail Big Box Store;Family Fraud;-0.029
7.25.2024;Retail Big Box Store;My First Home;0.598
7.25.2024;Retail Big Box Store;Tours of the Wild West;0.12
7.25.2024;Retail Big Box Store;The Young and the Reckless;0.038
7.25.2024;Retail Big Box Store;The Young and the Reckless;0.038
7.25.2024;Retail Big Box Store;Tonight Tonight;0.073
7.25.2024;Retail Big Box Store;Tonight Tonight;0.073
7.25.2024;Retail Big Box Store;Late Hours;-0.025
7.25.2024;Retail Big Box Store;Late Hours;-0.025
7.25.2024;Retail Big Box Store;Nightly News Stories;0.27
7.25.2024;Retail Big Box Store;Nightly News Stories;0.27
7.25.2024;Retail Big Box Store;Fix and Flip;-0.036
7.25.2024;Retail Big Box Store;Fix and Flip;-0.036
7.25.2024;Retail Big Box Store;Portable Homes;-0.063
7.25.2024;Retail Big Box Store;International Villas;0.318
7.25.2024;Retail Big Box Store;International Villas;0.318
7.25.2024;Retail Big Box Store;Sister Home Sellers;0.222
7.25.2024;Retail Big Box Store;Sister Home Sellers;0.222
7.25.2024;Retail Big Box Store;New Gal;-0.193
7.25.2024;Retail Big Box Store;Planet Hypothesis;0.245
7.25.2024;Retail Big Box Store;Planet Hypothesis;0.245
7.25.2024;Retail Big Box Store;ER Drama;0.579
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;See and Sold;0.408
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.056
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.345
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.2
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.25
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.029
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.064
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.598
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.598
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Hot Air Balloon Cruises;0.315
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tours of the Wild West;0.12
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Young and the Reckless;0.038
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.073
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;-0.025
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.27
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.036
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;-0.063
7.25.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.318
