date;Industry_Ad_Type;Program_Name;Intentionality
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.055
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.386
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.386
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.277
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.277
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.336
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.336
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.444
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.444
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.001
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;-0.001
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.055
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.055
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Travel the World;0.654
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.664
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;The Evening Show;0.587
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.077
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.029
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.029
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.247
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.247
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.008
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;-0.008
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.002
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.002
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.193
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;New Gal;-0.193
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.291
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.291
11.28.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.592
12.05.2024;Healthy Fast Food Chain;Together Forever;-0.054
12.05.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.427
12.05.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.427
12.05.2024;Healthy Fast Food Chain;Orlando Vice;0.355
12.05.2024;Healthy Fast Food Chain;Orlando Vice;0.355
12.05.2024;Healthy Fast Food Chain;Maui Five Ten;0.422
12.05.2024;Healthy Fast Food Chain;Family Fraud;0.028
12.05.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.05.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.05.2024;Healthy Fast Food Chain;Fix and Flip;0.021
12.05.2024;Healthy Fast Food Chain;Fix and Flip;0.021
12.05.2024;Healthy Fast Food Chain;Portable Homes;0.067
12.05.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.05.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.05.2024;Healthy Fast Food Chain;Planet Hypothesis;0.337
12.05.2024;Healthy Fast Food Chain;Planet Hypothesis;0.337
12.05.2024;Healthy Fast Food Chain;ER Drama;0.605
12.05.2024;Retail Big Box Store;Together Forever;-0.054
12.05.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.05.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.05.2024;Retail Big Box Store;Orlando Vice;0.355
12.05.2024;Retail Big Box Store;Orlando Vice;0.355
12.05.2024;Retail Big Box Store;Maui Five Ten;0.422
12.05.2024;Retail Big Box Store;Family Fraud;0.028
12.05.2024;Retail Big Box Store;Late Hours;0.083
12.05.2024;Retail Big Box Store;Fix and Flip;0.021
12.05.2024;Retail Big Box Store;Fix and Flip;0.021
12.05.2024;Retail Big Box Store;Portable Homes;0.067
12.05.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.05.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.05.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.518
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.518
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Travel the World;0.654
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.082
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.082
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.05.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.605
12.12.2024;Healthy Fast Food Chain;Together Forever;-0.054
12.12.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.427
12.12.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.427
12.12.2024;Healthy Fast Food Chain;Cannot Fool Me;0.202
12.12.2024;Healthy Fast Food Chain;Orlando Vice;0.355
12.12.2024;Healthy Fast Food Chain;Orlando Vice;0.355
12.12.2024;Healthy Fast Food Chain;Maui Five Ten;0.422
12.12.2024;Healthy Fast Food Chain;Maui Five Ten;0.422
12.12.2024;Healthy Fast Food Chain;Family Fraud;0.028
12.12.2024;Healthy Fast Food Chain;I Love Betty;-0.045
12.12.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.12.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.12.2024;Healthy Fast Food Chain;Fix and Flip;0.021
12.12.2024;Healthy Fast Food Chain;Fix and Flip;0.021
12.12.2024;Healthy Fast Food Chain;Portable Homes;0.067
12.12.2024;Healthy Fast Food Chain;Portable Homes;0.067
12.12.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.12.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.12.2024;Healthy Fast Food Chain;Planet Hypothesis;0.337
12.12.2024;Healthy Fast Food Chain;Planet Hypothesis;0.337
12.12.2024;Healthy Fast Food Chain;ER Drama;0.605
12.12.2024;Healthy Fast Food Chain;ER Drama;0.605
12.12.2024;Home Cleaning Product;I Love Betty;-0.045
12.12.2024;Online Dating Site;Fix and Flip;0.021
12.12.2024;Online Dating Site;Sister Home Sellers;0.222
12.12.2024;Retail Big Box Store;Together Forever;-0.054
12.12.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.12.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.12.2024;Retail Big Box Store;Orlando Vice;0.355
12.12.2024;Retail Big Box Store;Orlando Vice;0.355
12.12.2024;Retail Big Box Store;Maui Five Ten;0.422
12.12.2024;Retail Big Box Store;Maui Five Ten;0.422
12.12.2024;Retail Big Box Store;Family Fraud;0.028
12.12.2024;Retail Big Box Store;Tonight Tonight;0.082
12.12.2024;Retail Big Box Store;Late Hours;0.083
12.12.2024;Retail Big Box Store;Late Hours;0.083
12.12.2024;Retail Big Box Store;Nightly News Stories;0.224
12.12.2024;Retail Big Box Store;Nightly News Stories;0.224
12.12.2024;Retail Big Box Store;Fix and Flip;0.021
12.12.2024;Retail Big Box Store;Fix and Flip;0.021
12.12.2024;Retail Big Box Store;Portable Homes;0.067
12.12.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.12.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.12.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.12.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.518
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.518
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.082
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.082
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.12.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.605
12.19.2024;Healthy Fast Food Chain;Together Forever;-0.054
12.19.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.427
12.19.2024;Healthy Fast Food Chain;Waltzing with the Famous;0.427
12.19.2024;Healthy Fast Food Chain;Cannot Fool Me;0.202
12.19.2024;Healthy Fast Food Chain;Orlando Vice;0.355
12.19.2024;Healthy Fast Food Chain;Orlando Vice;0.355
12.19.2024;Healthy Fast Food Chain;Maui Five Ten;0.422
12.19.2024;Healthy Fast Food Chain;I Love Betty;-0.045
12.19.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.19.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.19.2024;Healthy Fast Food Chain;Fix and Flip;0.021
12.19.2024;Healthy Fast Food Chain;Portable Homes;0.067
12.19.2024;Healthy Fast Food Chain;Portable Homes;0.067
12.19.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.19.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.19.2024;Healthy Fast Food Chain;Planet Hypothesis;0.337
12.19.2024;Healthy Fast Food Chain;Planet Hypothesis;0.337
12.19.2024;Home Cleaning Product;Together Forever;-0.054
12.19.2024;Home Cleaning Product;I Love Betty;-0.045
12.19.2024;Home Cleaning Product;Nightly News Stories;0.224
12.19.2024;Retail Big Box Store;Together Forever;-0.054
12.19.2024;Retail Big Box Store;Waltzing with the Famous;0.427
12.19.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.19.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.19.2024;Retail Big Box Store;Orlando Vice;0.355
12.19.2024;Retail Big Box Store;Orlando Vice;0.355
12.19.2024;Retail Big Box Store;Maui Five Ten;0.422
12.19.2024;Retail Big Box Store;Maui Five Ten;0.422
12.19.2024;Retail Big Box Store;Family Fraud;0.028
12.19.2024;Retail Big Box Store;Tonight Tonight;0.082
12.19.2024;Retail Big Box Store;Late Hours;0.083
12.19.2024;Retail Big Box Store;Nightly News Stories;0.224
12.19.2024;Retail Big Box Store;Fix and Flip;0.021
12.19.2024;Retail Big Box Store;Fix and Flip;0.021
12.19.2024;Retail Big Box Store;Portable Homes;0.067
12.19.2024;Retail Big Box Store;Portable Homes;0.067
12.19.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.19.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.19.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.19.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.518
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Rescue Squad;0.518
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.082
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Tonight Tonight;0.082
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.19.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;ER Drama;0.605
12.26.2024;Healthy Fast Food Chain;Nightly News Stories;0.224
12.26.2024;Healthy Fast Food Chain;Sister Home Sellers;0.222
12.26.2024;Home Cleaning Product;I Love Betty;-0.045
12.26.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.26.2024;Retail Big Box Store;Cannot Fool Me;0.202
12.26.2024;Retail Big Box Store;Orlando Vice;0.355
12.26.2024;Retail Big Box Store;Maui Five Ten;0.422
12.26.2024;Retail Big Box Store;Family Fraud;0.028
12.26.2024;Retail Big Box Store;Travel the World;0.654
12.26.2024;Retail Big Box Store;Travel the World;0.654
12.26.2024;Retail Big Box Store;Late Hours;0.083
12.26.2024;Retail Big Box Store;Late Hours;0.083
12.26.2024;Retail Big Box Store;Nightly News Stories;0.224
12.26.2024;Retail Big Box Store;Fix and Flip;0.021
12.26.2024;Retail Big Box Store;Fix and Flip;0.021
12.26.2024;Retail Big Box Store;Portable Homes;0.067
12.26.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.26.2024;Retail Big Box Store;Sister Home Sellers;0.222
12.26.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.26.2024;Retail Big Box Store;Planet Hypothesis;0.337
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Travel the World;0.654
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Travel the World;0.654
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;My First Home;0.73
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
12.26.2024;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
01.02.2025;Healthy Fast Food Chain;Cannot Fool Me;0.202
01.02.2025;Healthy Fast Food Chain;Fix and Flip;0.021
01.02.2025;Healthy Fast Food Chain;Portable Homes;0.067
01.02.2025;Home Cleaning Product;I Love Betty;-0.045
01.02.2025;Popular Soft Drink;Fix and Flip;0.021
01.02.2025;Popular Soft Drink;Sister Home Sellers;0.222
01.02.2025;Retail Big Box Store;Cannot Fool Me;0.202
01.02.2025;Retail Big Box Store;Orlando Vice;0.355
01.02.2025;Retail Big Box Store;Maui Five Ten;0.422
01.02.2025;Retail Big Box Store;Food Fantasy in France;0.288
01.02.2025;Retail Big Box Store;Late Hours;0.083
01.02.2025;Retail Big Box Store;Nightly News Stories;0.224
01.02.2025;Retail Big Box Store;Fix and Flip;0.021
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Together Forever;-0.054
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Waltzing with the Famous;0.427
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Cannot Fool Me;0.202
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Orlando Vice;0.355
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Maui Five Ten;0.422
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Family Fraud;0.028
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;I Love Betty;-0.045
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Food Fantasy in France;0.288
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Late Hours;0.083
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Nightly News Stories;0.224
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Fix and Flip;0.021
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Portable Homes;0.067
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;International Villas;0.397
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Sister Home Sellers;0.222
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
01.02.2025;Sport Utility VehiHealthy Fast Food Chainle Sales;Planet Hypothesis;0.337
01.09.2025;Healthy Fast Food Chain;Fix and Flip;0.021
01.09.2025;Healthy Fast Food Chain;Portable Homes;0.067
01.09.2025;Home Cleaning Product;I Love Betty;-0.045
01.09.2025;Popular Soft Drink;Fix and Flip;0.021
01.09.2025;Retail Big Box Store;See and Sold;0.561
01.09.2025;Retail Big Box Store;Together Forever;-0.054
01.09.2025;Retail Big Box Store;Cannot Fool Me;0.202
01.09.2025;Retail Big Box Store;Cannot Fool Me;0.202
01.09.2025;Retail Big Box Store;Orlando Vice;0.355
01.09.2025;Retail Big Box Store;Orlando Vice;0.355
01.09.2025;Retail Big Box Store;Maui Five Ten;0.422
01.09.2025;Retail Big Box Store;Maui Five Ten;0.422
01.09.2025;Retail Big Box Store;Family Fraud;0.028
01.09.2025;Retail Big Box Store;Food Fantasy in France;0.288
01.09.2025;Retail Big Box Store;Tonight Tonight;0.082
01.09.2025;Retail Big Box Store;Late Hours;0.083
01.09.2025;Retail Big Box Store;Late Hours;0.083
01.09.2025;Retail Big Box Store;Nightly News Stories;0.224
01.09.2025;Retail Big Box Store;Nightly News Stories;0.224
01.09.2025;Retail Big Box Store;Fix and Flip;0.021
01.09.2025;Retail Big Box Store;Fix and Flip;0.021
01.09.2025;Retail Big Box Store;Portable Homes;0.067
01.09.2025;Retail Big Box Store;Portable Homes;0.067
01.09.2025;Retail Big Box Store;Sister Home Sellers;0.222
01.09.2025;Retail Big Box Store;Sister Home Sellers;0.222
01.09.2025;Retail Big Box Store;Planet Hypothesis;0.337
01.09.2025;Retail Big Box Store;Planet Hypothesis;0.337
